/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0000.txt,../new_dataset/negative_0000.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0001.txt,../new_dataset/negative_0001.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0002.txt,../new_dataset/negative_0002.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0003.txt,../new_dataset/negative_0003.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0004.txt,../new_dataset/negative_0004.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0005.txt,../new_dataset/negative_0005.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0006.txt,../new_dataset/negative_0006.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0007.txt,../new_dataset/negative_0007.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0008.txt,../new_dataset/negative_0008.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0009.txt,../new_dataset/negative_0009.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0010.txt,../new_dataset/negative_0010.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0011.txt,../new_dataset/negative_0011.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0012.txt,../new_dataset/negative_0012.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0013.txt,../new_dataset/negative_0013.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0014.txt,../new_dataset/negative_0014.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0015.txt,../new_dataset/negative_0015.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0016.txt,../new_dataset/negative_0016.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0017.txt,../new_dataset/negative_0017.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0018.txt,../new_dataset/negative_0018.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0019.txt,../new_dataset/negative_0019.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0020.txt,../new_dataset/negative_0020.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0021.txt,../new_dataset/negative_0021.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0022.txt,../new_dataset/negative_0022.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0023.txt,../new_dataset/negative_0023.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0024.txt,../new_dataset/negative_0024.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0025.txt,../new_dataset/negative_0025.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0026.txt,../new_dataset/negative_0026.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0027.txt,../new_dataset/negative_0027.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0028.txt,../new_dataset/negative_0028.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0029.txt,../new_dataset/negative_0029.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0030.txt,../new_dataset/negative_0030.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0031.txt,../new_dataset/negative_0031.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0032.txt,../new_dataset/negative_0032.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0033.txt,../new_dataset/negative_0033.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0034.txt,../new_dataset/negative_0034.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0035.txt,../new_dataset/negative_0035.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0036.txt,../new_dataset/negative_0036.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0037.txt,../new_dataset/negative_0037.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0038.txt,../new_dataset/negative_0038.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0039.txt,../new_dataset/negative_0039.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0040.txt,../new_dataset/negative_0040.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0041.txt,../new_dataset/negative_0041.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0042.txt,../new_dataset/negative_0042.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0043.txt,../new_dataset/negative_0043.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0044.txt,../new_dataset/negative_0044.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0045.txt,../new_dataset/negative_0045.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0046.txt,../new_dataset/negative_0046.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0047.txt,../new_dataset/negative_0047.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0048.txt,../new_dataset/negative_0048.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0049.txt,../new_dataset/negative_0049.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0050.txt,../new_dataset/negative_0050.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0051.txt,../new_dataset/negative_0051.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0052.txt,../new_dataset/negative_0052.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0053.txt,../new_dataset/negative_0053.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0054.txt,../new_dataset/negative_0054.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0055.txt,../new_dataset/negative_0055.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0056.txt,../new_dataset/negative_0056.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0057.txt,../new_dataset/negative_0057.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0058.txt,../new_dataset/negative_0058.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0059.txt,../new_dataset/negative_0059.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0060.txt,../new_dataset/negative_0060.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0061.txt,../new_dataset/negative_0061.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0062.txt,../new_dataset/negative_0062.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0063.txt,../new_dataset/negative_0063.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0064.txt,../new_dataset/negative_0064.txt,negative
/Users/aniuta379/Desktop/lab PD/lab-pd3/new_dataset/negative_0065.txt,../new_dataset/negative_0065.txt,negative
